fname,label,mid
40409,Electric_guitar,/m/02sgy
40410,Electric_guitar,/m/02sgy
40411,Electric_guitar,/m/02sgy
40412,Electric_guitar,/m/02sgy
40415,Electric_guitar,/m/02sgy
40414,Electric_guitar,/m/02sgy
40417,Electric_guitar,/m/02sgy
40418,Electric_guitar,/m/02sgy
40426,Electric_guitar,/m/02sgy
40419,Electric_guitar,/m/02sgy
40420,Electric_guitar,/m/02sgy
40421,Electric_guitar,/m/02sgy
40423,Electric_guitar,/m/02sgy
40424,Electric_guitar,/m/02sgy
40425,Electric_guitar,/m/02sgy
40427,Electric_guitar,/m/02sgy
40428,Electric_guitar,/m/02sgy
2547,Electric_guitar,/m/02sgy
40429,Electric_guitar,/m/02sgy
40430,Electric_guitar,/m/02sgy
40431,Electric_guitar,/m/02sgy
40432,Electric_guitar,/m/02sgy
40433,Electric_guitar,/m/02sgy
40442,Electric_guitar,/m/02sgy
40434,Electric_guitar,/m/02sgy
40435,Electric_guitar,/m/02sgy
40436,Electric_guitar,/m/02sgy
40437,Electric_guitar,/m/02sgy
40439,Electric_guitar,/m/02sgy
40440,Electric_guitar,/m/02sgy
40441,Electric_guitar,/m/02sgy
40443,Electric_guitar,/m/02sgy
40444,Electric_guitar,/m/02sgy
40445,Electric_guitar,/m/02sgy
40446,Electric_guitar,/m/02sgy
40447,Electric_guitar,/m/02sgy
40448,Electric_guitar,/m/02sgy
40449,Electric_guitar,/m/02sgy
40450,Electric_guitar,/m/02sgy
40451,Electric_guitar,/m/02sgy
40452,Electric_guitar,/m/02sgy
40453,Electric_guitar,/m/02sgy
40454,Electric_guitar,/m/02sgy
40462,Electric_guitar,/m/02sgy
40455,Electric_guitar,/m/02sgy
40456,Electric_guitar,/m/02sgy
40457,Electric_guitar,/m/02sgy
40458,Electric_guitar,/m/02sgy
40459,Electric_guitar,/m/02sgy
40468,Electric_guitar,/m/02sgy
40460,Electric_guitar,/m/02sgy
40461,Electric_guitar,/m/02sgy
40463,Electric_guitar,/m/02sgy
40473,Electric_guitar,/m/02sgy
40465,Electric_guitar,/m/02sgy
40466,Electric_guitar,/m/02sgy
40476,Electric_guitar,/m/02sgy
40406,Electric_guitar,/m/02sgy
40470,Electric_guitar,/m/02sgy
40471,Electric_guitar,/m/02sgy
40472,Electric_guitar,/m/02sgy
40407,Electric_guitar,/m/02sgy
40475,Electric_guitar,/m/02sgy
40477,Electric_guitar,/m/02sgy
40478,Electric_guitar,/m/02sgy
40479,Electric_guitar,/m/02sgy
40481,Electric_guitar,/m/02sgy
40483,Electric_guitar,/m/02sgy
40484,Electric_guitar,/m/02sgy
40485,Electric_guitar,/m/02sgy
40493,Electric_guitar,/m/02sgy
40486,Electric_guitar,/m/02sgy
40488,Electric_guitar,/m/02sgy
40489,Electric_guitar,/m/02sgy
40492,Electric_guitar,/m/02sgy
40498,Electric_guitar,/m/02sgy
40499,Electric_guitar,/m/02sgy
40491,Electric_guitar,/m/02sgy
106030,Electric_guitar,/m/02sgy
40495,Electric_guitar,/m/02sgy
40497,Electric_guitar,/m/02sgy
40500,Electric_guitar,/m/02sgy
40501,Electric_guitar,/m/02sgy
40502,Electric_guitar,/m/02sgy
40503,Electric_guitar,/m/02sgy
40504,Electric_guitar,/m/02sgy
40505,Electric_guitar,/m/02sgy
40506,Electric_guitar,/m/02sgy
40507,Electric_guitar,/m/02sgy
40508,Electric_guitar,/m/02sgy
40509,Electric_guitar,/m/02sgy
40510,Electric_guitar,/m/02sgy
40511,Electric_guitar,/m/02sgy
40512,Electric_guitar,/m/02sgy
40520,Electric_guitar,/m/02sgy
40521,Electric_guitar,/m/02sgy
40513,Electric_guitar,/m/02sgy
40514,Electric_guitar,/m/02sgy
40518,Electric_guitar,/m/02sgy
40519,Electric_guitar,/m/02sgy
40522,Electric_guitar,/m/02sgy
40416,Electric_guitar,/m/02sgy
40524,Electric_guitar,/m/02sgy
40526,Electric_guitar,/m/02sgy
40527,Electric_guitar,/m/02sgy
40529,Electric_guitar,/m/02sgy
40530,Electric_guitar,/m/02sgy
40531,Electric_guitar,/m/02sgy
40528,Electric_guitar,/m/02sgy
202331,Electric_guitar,/m/02sgy
40422,Electric_guitar,/m/02sgy
11889,Electric_guitar,/m/02sgy
11890,Electric_guitar,/m/02sgy
11891,Electric_guitar,/m/02sgy
11892,Electric_guitar,/m/02sgy
11894,Electric_guitar,/m/02sgy
11895,Electric_guitar,/m/02sgy
11896,Electric_guitar,/m/02sgy
11897,Electric_guitar,/m/02sgy
11898,Electric_guitar,/m/02sgy
11899,Electric_guitar,/m/02sgy
11900,Electric_guitar,/m/02sgy
11901,Electric_guitar,/m/02sgy
11902,Electric_guitar,/m/02sgy
11903,Electric_guitar,/m/02sgy
11904,Electric_guitar,/m/02sgy
11905,Electric_guitar,/m/02sgy
11906,Electric_guitar,/m/02sgy
372378,Electric_guitar,/m/02sgy
372383,Electric_guitar,/m/02sgy
372384,Electric_guitar,/m/02sgy
372385,Electric_guitar,/m/02sgy
372386,Electric_guitar,/m/02sgy
372387,Electric_guitar,/m/02sgy
372388,Electric_guitar,/m/02sgy
372389,Electric_guitar,/m/02sgy
372390,Electric_guitar,/m/02sgy
372392,Electric_guitar,/m/02sgy
40438,Electric_guitar,/m/02sgy
97224,Electric_guitar,/m/02sgy
202245,Electric_guitar,/m/02sgy
3651,Electric_guitar,/m/02sgy
3652,Electric_guitar,/m/02sgy
64709,Electric_guitar,/m/02sgy
128818,Electric_guitar,/m/02sgy
40464,Electric_guitar,/m/02sgy
128844,Electric_guitar,/m/02sgy
40467,Electric_guitar,/m/02sgy
40469,Electric_guitar,/m/02sgy
133992,Electric_guitar,/m/02sgy
133993,Electric_guitar,/m/02sgy
133994,Electric_guitar,/m/02sgy
133997,Electric_guitar,/m/02sgy
133999,Electric_guitar,/m/02sgy
134000,Electric_guitar,/m/02sgy
134003,Electric_guitar,/m/02sgy
134005,Electric_guitar,/m/02sgy
134006,Electric_guitar,/m/02sgy
134008,Electric_guitar,/m/02sgy
134009,Electric_guitar,/m/02sgy
134010,Electric_guitar,/m/02sgy
134011,Electric_guitar,/m/02sgy
134013,Electric_guitar,/m/02sgy
40480,Electric_guitar,/m/02sgy
63386,Electric_guitar,/m/02sgy
63387,Electric_guitar,/m/02sgy
40482,Electric_guitar,/m/02sgy
63388,Electric_guitar,/m/02sgy
63389,Electric_guitar,/m/02sgy
63390,Electric_guitar,/m/02sgy
64705,Electric_guitar,/m/02sgy
40487,Electric_guitar,/m/02sgy
97216,Electric_guitar,/m/02sgy
97217,Electric_guitar,/m/02sgy
97218,Electric_guitar,/m/02sgy
97219,Electric_guitar,/m/02sgy
97220,Electric_guitar,/m/02sgy
97221,Electric_guitar,/m/02sgy
97222,Electric_guitar,/m/02sgy
97223,Electric_guitar,/m/02sgy
64710,Electric_guitar,/m/02sgy
97225,Electric_guitar,/m/02sgy
97226,Electric_guitar,/m/02sgy
97227,Electric_guitar,/m/02sgy
97228,Electric_guitar,/m/02sgy
97229,Electric_guitar,/m/02sgy
97230,Electric_guitar,/m/02sgy
97231,Electric_guitar,/m/02sgy
97232,Electric_guitar,/m/02sgy
97233,Electric_guitar,/m/02sgy
97234,Electric_guitar,/m/02sgy
97235,Electric_guitar,/m/02sgy
97236,Electric_guitar,/m/02sgy
97237,Electric_guitar,/m/02sgy
97238,Electric_guitar,/m/02sgy
97239,Electric_guitar,/m/02sgy
97240,Electric_guitar,/m/02sgy
97241,Electric_guitar,/m/02sgy
40494,Electric_guitar,/m/02sgy
97243,Electric_guitar,/m/02sgy
64713,Electric_guitar,/m/02sgy
97245,Electric_guitar,/m/02sgy
97246,Electric_guitar,/m/02sgy
97247,Electric_guitar,/m/02sgy
97248,Electric_guitar,/m/02sgy
97249,Electric_guitar,/m/02sgy
97250,Electric_guitar,/m/02sgy
97251,Electric_guitar,/m/02sgy
40496,Electric_guitar,/m/02sgy
106031,Electric_guitar,/m/02sgy
268254,Electric_guitar,/m/02sgy
64759,Electric_guitar,/m/02sgy
268255,Electric_guitar,/m/02sgy
268256,Electric_guitar,/m/02sgy
268257,Electric_guitar,/m/02sgy
268258,Electric_guitar,/m/02sgy
64716,Electric_guitar,/m/02sgy
268260,Electric_guitar,/m/02sgy
268261,Electric_guitar,/m/02sgy
268262,Electric_guitar,/m/02sgy
268263,Electric_guitar,/m/02sgy
268265,Electric_guitar,/m/02sgy
268266,Electric_guitar,/m/02sgy
268268,Electric_guitar,/m/02sgy
268269,Electric_guitar,/m/02sgy
268270,Electric_guitar,/m/02sgy
64719,Electric_guitar,/m/02sgy
322561,Coin_(dropping),/m/0242l
423340,Coin_(dropping),/m/0242l
233484,Coin_(dropping),/m/0242l
233485,Coin_(dropping),/m/0242l
195601,Coin_(dropping),/m/0242l
195603,Coin_(dropping),/m/0242l
195604,Coin_(dropping),/m/0242l
195602,Coin_(dropping),/m/0242l
423342,Coin_(dropping),/m/0242l
87064,Coin_(dropping),/m/0242l
63520,Coin_(dropping),/m/0242l
63521,Coin_(dropping),/m/0242l
47138,Coin_(dropping),/m/0242l
63523,Coin_(dropping),/m/0242l
63524,Coin_(dropping),/m/0242l
378917,Coin_(dropping),/m/0242l
47140,Coin_(dropping),/m/0242l
63522,Coin_(dropping),/m/0242l
94250,Coin_(dropping),/m/0242l
271401,Coin_(dropping),/m/0242l
418860,Coin_(dropping),/m/0242l
34873,Coin_(dropping),/m/0242l
130105,Coin_(dropping),/m/0242l
80954,Coin_(dropping),/m/0242l
68669,Coin_(dropping),/m/0242l
326723,Coin_(dropping),/m/0242l
270405,Coin_(dropping),/m/0242l
270406,Coin_(dropping),/m/0242l
270408,Coin_(dropping),/m/0242l
391246,Coin_(dropping),/m/0242l
250962,Coin_(dropping),/m/0242l
140371,Coin_(dropping),/m/0242l
80979,Coin_(dropping),/m/0242l
80980,Coin_(dropping),/m/0242l
140375,Coin_(dropping),/m/0242l
349274,Coin_(dropping),/m/0242l
349275,Coin_(dropping),/m/0242l
349276,Coin_(dropping),/m/0242l
349279,Coin_(dropping),/m/0242l
349277,Coin_(dropping),/m/0242l
17502,Coin_(dropping),/m/0242l
349280,Coin_(dropping),/m/0242l
6243,Coin_(dropping),/m/0242l
349281,Coin_(dropping),/m/0242l
212066,Coin_(dropping),/m/0242l
349283,Coin_(dropping),/m/0242l
232549,Coin_(dropping),/m/0242l
232552,Coin_(dropping),/m/0242l
349282,Coin_(dropping),/m/0242l
232551,Coin_(dropping),/m/0242l
223341,Coin_(dropping),/m/0242l
223342,Coin_(dropping),/m/0242l
223343,Coin_(dropping),/m/0242l
232559,Coin_(dropping),/m/0242l
232560,Coin_(dropping),/m/0242l
232562,Coin_(dropping),/m/0242l
85108,Coin_(dropping),/m/0242l
349278,Coin_(dropping),/m/0242l
324732,Coin_(dropping),/m/0242l
410754,Coin_(dropping),/m/0242l
85131,Coin_(dropping),/m/0242l
319631,Coin_(dropping),/m/0242l
66709,Coin_(dropping),/m/0242l
84118,Coin_(dropping),/m/0242l
212118,Coin_(dropping),/m/0242l
410783,Coin_(dropping),/m/0242l
324776,Coin_(dropping),/m/0242l
85164,Coin_(dropping),/m/0242l
410798,Coin_(dropping),/m/0242l
379057,Coin_(dropping),/m/0242l
379058,Coin_(dropping),/m/0242l
379059,Coin_(dropping),/m/0242l
410815,Coin_(dropping),/m/0242l
35010,Coin_(dropping),/m/0242l
35011,Coin_(dropping),/m/0242l
345290,Coin_(dropping),/m/0242l
276230,Coin_(dropping),/m/0242l
410840,Coin_(dropping),/m/0242l
156891,Coin_(dropping),/m/0242l
410848,Coin_(dropping),/m/0242l
257273,Coin_(dropping),/m/0242l
410879,Coin_(dropping),/m/0242l
261379,Coin_(dropping),/m/0242l
362759,Coin_(dropping),/m/0242l
362760,Coin_(dropping),/m/0242l
362761,Coin_(dropping),/m/0242l
217375,Coin_(dropping),/m/0242l
360739,Coin_(dropping),/m/0242l
364850,Coin_(dropping),/m/0242l
360763,Coin_(dropping),/m/0242l
152894,Coin_(dropping),/m/0242l
257347,Coin_(dropping),/m/0242l
79172,Coin_(dropping),/m/0242l
63813,Coin_(dropping),/m/0242l
63814,Coin_(dropping),/m/0242l
79171,Coin_(dropping),/m/0242l
257346,Coin_(dropping),/m/0242l
329031,Coin_(dropping),/m/0242l
329032,Coin_(dropping),/m/0242l
329033,Coin_(dropping),/m/0242l
79173,Coin_(dropping),/m/0242l
79174,Coin_(dropping),/m/0242l
188754,Coin_(dropping),/m/0242l
63827,Coin_(dropping),/m/0242l
91481,Coin_(dropping),/m/0242l
63834,Coin_(dropping),/m/0242l
91482,Coin_(dropping),/m/0242l
91483,Coin_(dropping),/m/0242l
60765,Coin_(dropping),/m/0242l
60766,Coin_(dropping),/m/0242l
60767,Coin_(dropping),/m/0242l
60768,Coin_(dropping),/m/0242l
218465,Coin_(dropping),/m/0242l
218466,Coin_(dropping),/m/0242l
218467,Coin_(dropping),/m/0242l
60770,Coin_(dropping),/m/0242l
218468,Coin_(dropping),/m/0242l
218470,Coin_(dropping),/m/0242l
218471,Coin_(dropping),/m/0242l
37225,Coin_(dropping),/m/0242l
324699,Coin_(dropping),/m/0242l
218472,Coin_(dropping),/m/0242l
218473,Coin_(dropping),/m/0242l
218474,Coin_(dropping),/m/0242l
63854,Coin_(dropping),/m/0242l
79212,Coin_(dropping),/m/0242l
184692,Coin_(dropping),/m/0242l
185733,Coin_(dropping),/m/0242l
79238,Coin_(dropping),/m/0242l
381321,Coin_(dropping),/m/0242l
185737,Coin_(dropping),/m/0242l
185738,Coin_(dropping),/m/0242l
185741,Coin_(dropping),/m/0242l
185742,Coin_(dropping),/m/0242l
184735,Coin_(dropping),/m/0242l
184736,Coin_(dropping),/m/0242l
184737,Coin_(dropping),/m/0242l
184738,Coin_(dropping),/m/0242l
184739,Coin_(dropping),/m/0242l
184740,Coin_(dropping),/m/0242l
184741,Coin_(dropping),/m/0242l
184742,Coin_(dropping),/m/0242l
184743,Coin_(dropping),/m/0242l
184744,Coin_(dropping),/m/0242l
423336,Coin_(dropping),/m/0242l
423337,Coin_(dropping),/m/0242l
423338,Coin_(dropping),/m/0242l
423339,Coin_(dropping),/m/0242l
423341,Coin_(dropping),/m/0242l
423343,Coin_(dropping),/m/0242l
71090,Coin_(dropping),/m/0242l
423344,Coin_(dropping),/m/0242l
113095,Coin_(dropping),/m/0242l
51669,Coin_(dropping),/m/0242l
51671,Coin_(dropping),/m/0242l
211447,Coin_(dropping),/m/0242l
211453,Coin_(dropping),/m/0242l
211454,Coin_(dropping),/m/0242l
181757,Coin_(dropping),/m/0242l
181758,Coin_(dropping),/m/0242l
181759,Coin_(dropping),/m/0242l
181760,Coin_(dropping),/m/0242l
181761,Coin_(dropping),/m/0242l
187144,Coin_(dropping),/m/0242l
187146,Coin_(dropping),/m/0242l
79373,Coin_(dropping),/m/0242l
79375,Coin_(dropping),/m/0242l
268824,Coin_(dropping),/m/0242l
201251,Coin_(dropping),/m/0242l
201252,Coin_(dropping),/m/0242l
393777,Coin_(dropping),/m/0242l
233011,Coin_(dropping),/m/0242l
233013,Coin_(dropping),/m/0242l
31295,Coin_(dropping),/m/0242l
212544,Coin_(dropping),/m/0242l
363089,Coin_(dropping),/m/0242l
363090,Coin_(dropping),/m/0242l
212398,Coin_(dropping),/m/0242l
407144,Coin_(dropping),/m/0242l
199281,Coin_(dropping),/m/0242l
425590,Coin_(dropping),/m/0242l
163450,Coin_(dropping),/m/0242l
163452,Coin_(dropping),/m/0242l
276101,Coin_(dropping),/m/0242l
276104,Coin_(dropping),/m/0242l
276108,Coin_(dropping),/m/0242l
276111,Coin_(dropping),/m/0242l
31376,Coin_(dropping),/m/0242l
31377,Coin_(dropping),/m/0242l
276113,Coin_(dropping),/m/0242l
276115,Coin_(dropping),/m/0242l
276114,Coin_(dropping),/m/0242l
276117,Coin_(dropping),/m/0242l
276119,Coin_(dropping),/m/0242l
276126,Coin_(dropping),/m/0242l
276128,Coin_(dropping),/m/0242l
276129,Coin_(dropping),/m/0242l
276130,Coin_(dropping),/m/0242l
207523,Coin_(dropping),/m/0242l
276132,Coin_(dropping),/m/0242l
276135,Coin_(dropping),/m/0242l
276136,Coin_(dropping),/m/0242l
367273,Coin_(dropping),/m/0242l
276137,Coin_(dropping),/m/0242l
76460,Coin_(dropping),/m/0242l
276142,Coin_(dropping),/m/0242l
276147,Coin_(dropping),/m/0242l
393908,Coin_(dropping),/m/0242l
393909,Coin_(dropping),/m/0242l
393910,Coin_(dropping),/m/0242l
393911,Coin_(dropping),/m/0242l
267956,Coin_(dropping),/m/0242l
336571,Coin_(dropping),/m/0242l
336572,Coin_(dropping),/m/0242l
336573,Coin_(dropping),/m/0242l
336574,Coin_(dropping),/m/0242l
336575,Coin_(dropping),/m/0242l
336576,Coin_(dropping),/m/0242l
336577,Coin_(dropping),/m/0242l
213698,Coin_(dropping),/m/0242l
336578,Coin_(dropping),/m/0242l
336579,Coin_(dropping),/m/0242l
336581,Coin_(dropping),/m/0242l
336580,Coin_(dropping),/m/0242l
276158,Coin_(dropping),/m/0242l
336584,Coin_(dropping),/m/0242l
336585,Coin_(dropping),/m/0242l
276162,Coin_(dropping),/m/0242l
276170,Coin_(dropping),/m/0242l
276171,Coin_(dropping),/m/0242l
276173,Coin_(dropping),/m/0242l
276175,Coin_(dropping),/m/0242l
276176,Coin_(dropping),/m/0242l
276177,Coin_(dropping),/m/0242l
276182,Coin_(dropping),/m/0242l
276183,Coin_(dropping),/m/0242l
125656,Coin_(dropping),/m/0242l
276184,Coin_(dropping),/m/0242l
153302,Coin_(dropping),/m/0242l
276186,Coin_(dropping),/m/0242l
276190,Coin_(dropping),/m/0242l
276191,Coin_(dropping),/m/0242l
133856,Coin_(dropping),/m/0242l
26339,Coin_(dropping),/m/0242l
26340,Coin_(dropping),/m/0242l
276197,Coin_(dropping),/m/0242l
257766,Coin_(dropping),/m/0242l
276196,Coin_(dropping),/m/0242l
276200,Coin_(dropping),/m/0242l
276201,Coin_(dropping),/m/0242l
276199,Coin_(dropping),/m/0242l
276206,Coin_(dropping),/m/0242l
400112,Coin_(dropping),/m/0242l
400113,Coin_(dropping),/m/0242l
276208,Coin_(dropping),/m/0242l
400115,Coin_(dropping),/m/0242l
400116,Coin_(dropping),/m/0242l
276209,Coin_(dropping),/m/0242l
276212,Coin_(dropping),/m/0242l
276217,Coin_(dropping),/m/0242l
140383,Coin_(dropping),/m/0242l
121601,Coin_(dropping),/m/0242l
133890,Coin_(dropping),/m/0242l
276226,Coin_(dropping),/m/0242l
121604,Coin_(dropping),/m/0242l
121605,Coin_(dropping),/m/0242l
121606,Coin_(dropping),/m/0242l
121607,Coin_(dropping),/m/0242l
121608,Coin_(dropping),/m/0242l
121609,Coin_(dropping),/m/0242l
187145,Coin_(dropping),/m/0242l
187147,Coin_(dropping),/m/0242l
187143,Coin_(dropping),/m/0242l
121613,Coin_(dropping),/m/0242l
121614,Coin_(dropping),/m/0242l
422671,Coin_(dropping),/m/0242l
121615,Coin_(dropping),/m/0242l
422670,Coin_(dropping),/m/0242l
174864,Coin_(dropping),/m/0242l
187148,Coin_(dropping),/m/0242l
235278,Coin_(dropping),/m/0242l
32518,Coin_(dropping),/m/0242l
235279,Coin_(dropping),/m/0242l
153364,Coin_(dropping),/m/0242l
250650,Coin_(dropping),/m/0242l
264987,Coin_(dropping),/m/0242l
325406,Coin_(dropping),/m/0242l
218912,Coin_(dropping),/m/0242l
362272,Coin_(dropping),/m/0242l
265011,Coin_(dropping),/m/0242l
166712,Coin_(dropping),/m/0242l
243517,Coin_(dropping),/m/0242l
64327,Coin_(dropping),/m/0242l
64328,Coin_(dropping),/m/0242l
64329,Coin_(dropping),/m/0242l
233288,Coin_(dropping),/m/0242l
132938,Coin_(dropping),/m/0242l
132939,Coin_(dropping),/m/0242l
327500,Coin_(dropping),/m/0242l
233290,Coin_(dropping),/m/0242l
153427,Coin_(dropping),/m/0242l
32600,Coin_(dropping),/m/0242l
32601,Coin_(dropping),/m/0242l
32602,Coin_(dropping),/m/0242l
32603,Coin_(dropping),/m/0242l
32606,Coin_(dropping),/m/0242l
32607,Coin_(dropping),/m/0242l
32608,Coin_(dropping),/m/0242l
367462,Coin_(dropping),/m/0242l
76650,Coin_(dropping),/m/0242l
276159,Coin_(dropping),/m/0242l
392056,Coin_(dropping),/m/0242l
213923,Coin_(dropping),/m/0242l
233386,Coin_(dropping),/m/0242l
233401,Coin_(dropping),/m/0242l
271295,Coin_(dropping),/m/0242l
233410,Coin_(dropping),/m/0242l
29642,Coin_(dropping),/m/0242l
29643,Coin_(dropping),/m/0242l
235268,Coin_(dropping),/m/0242l
29648,Coin_(dropping),/m/0242l
29649,Coin_(dropping),/m/0242l
235480,Coin_(dropping),/m/0242l
235481,Coin_(dropping),/m/0242l
235482,Coin_(dropping),/m/0242l
423331,Coin_(dropping),/m/0242l
423332,Coin_(dropping),/m/0242l
423333,Coin_(dropping),/m/0242l
383977,Coin_(dropping),/m/0242l
423334,Coin_(dropping),/m/0242l
423335,Coin_(dropping),/m/0242l
17501,Coin_(dropping),/m/0242l
383998,Coin_(dropping),/m/0242l
61013,Waves_and_surf,/m/034srq
76923,Stream,/m/0j6m2
66323,Stream,/m/0j6m2
320293,Waves_and_surf,/m/034srq
